Gene,log2FoldChange,pvalue,padj,minus_log10_pvalue,Change
CHST9,-0.07023,0.8564,0.9994,0.067323341,Similar
CDH2,0.09765,0.5732,0.9994,0.241693818,Similar
DSC3,-0.2028,0.5729,0.9994,0.241921178,Similar
DSC1,-0.173,0.6535,0.9994,0.184754408,Similar
B4GALT6,0.1064,0.5245,0.9994,0.280254507,Similar
TRAPPC8,0.03094,0.802,0.9994,0.095825632,Similar
RNF125,-0.515,0.1808,0.9994,0.742801574,Similar
RNF138,0.01699,0.9238,0.9994,0.034422042,Similar
FAM59A,-0.245,0.4416,0.9994,0.354970935,Similar
WBP11P1,0.006644,0.9675,0.9994,0.014349026,Similar
KLHL14,0.0152,0.955,0.9994,0.019996628,Similar
C18orf34,-0.4616,0.2362,0.9994,0.626720107,Similar
ASXL3,0.05775,0.7911,0.9994,0.101768615,Similar
NOL4,0.2081,0.3842,0.9994,0.415442639,Similar
DTNA,0.09856,0.662,0.9994,0.179142011,Similar
MAPRE2,0.3274,0.1266,0.9994,0.897566294,Similar
ZNF397,0.1103,0.6364,0.9994,0.196269829,Similar
ZSCAN30,-0.1065,0.618,0.9994,0.209011525,Similar
ZNF271,0.08551,0.6736,0.9994,0.171597922,Similar
ZNF24,0.01314,0.9474,0.9994,0.02346662,Similar
ZNF396,0.2492,0.524,0.9994,0.280668713,Similar
INO80C,-0.1969,0.2958,0.9994,0.52900183,Similar
GALNT1,-0.1178,0.6688,0.9994,0.174703736,Similar
C18orf21,0.01925,0.927,0.9994,0.032920266,Similar
RPRD1A,0.166,0.3795,0.9994,0.42078822,Similar
SLC39A6,0.1782,0.3062,0.9994,0.513994814,Similar
ELP2,0.01401,0.9346,0.9994,0.029374223,Similar
MOCOS,-0.5579,0.1474,0.9994,0.831502516,Similar
FHOD3,0.03205,0.8376,0.9994,0.076963331,Similar
TPGS2,-0.01316,0.9272,0.9994,0.032826577,Similar
KIAA1328,0.02604,0.9016,0.9994,0.044986097,Similar
CELF4,0.2986,0.2994,0.9994,0.523748204,Similar
LOC647946,-0.05104,0.8904,0.9994,0.050414849,Similar
KC6,-0.1148,0.7268,0.9994,0.138585081,Similar
PIK3C3,-0.02436,0.8903,0.9994,0.050463627,Similar
LOC284260,-0.1693,0.6537,0.9994,0.184621515,Similar
SYT4,0.216,0.3524,0.9994,0.4529641,Similar
SETBP1,0.1139,0.3781,0.9994,0.422393323,Similar
EPG5,-0.04865,0.829,0.9994,0.081445469,Similar
PSTPIP2,-0.1727,0.4017,0.9994,0.396098168,Similar
HAUS1,-0.07649,0.7333,0.9994,0.134718315,Similar
C18orf25,0.03459,0.8694,0.9994,0.060780364,Similar
RNF165,0.1511,0.6615,0.9994,0.179470151,Similar
ST8SIA5,0.04609,0.8959,0.9994,0.047740463,Similar
PIAS2,-0.1657,0.3544,0.9994,0.450506287,Similar
KATNAL2,-0.2424,0.4421,0.9994,0.354479485,Similar
HDHD2,0.1424,0.4321,0.9994,0.364415734,Similar
IER3IP1,0.1363,0.5547,0.9994,0.255941834,Similar
SMAD2,-0.1976,0.1461,0.9994,0.835349784,Similar
ZBTB7C,0.02078,0.9458,0.9994,0.02420069,Similar
CTIF,0.254,0.372,0.9994,0.42945706,Similar
SMAD7,-0.4012,0.1354,0.9994,0.868381336,Similar
DYM,-0.2351,0.417,0.9994,0.379863945,Similar
C18orf32,0.2077,0.3034,0.9994,0.517984424,Similar
RPL17,0.07077,0.8439,0.9994,0.073709013,Similar
SNORD58C,-0.1844,0.5748,0.9994,0.240483241,Similar
SNORD58A,-0.09489,0.7932,0.9994,0.100617294,Similar
LIPG,-0.1132,0.7159,0.9994,0.145147638,Similar
SCARNA17,-0.0679,0.8623,0.9994,0.064341614,Similar
CCDC11,0.295,0.2991,0.9994,0.524183587,Similar
MBD1,0.1119,0.2083,0.9994,0.68131073,Similar
CXXC1,-0.001967,0.9905,0.9994,0.00414552,Similar
MAPK4,0.08287,0.7426,0.9994,0.129245055,Similar
MRO,0.1122,0.7342,0.9994,0.13418562,Similar
ME2,-0.1977,0.1565,0.9994,0.805485658,Similar
SMAD4,-0.07251,0.7079,0.9994,0.150028088,Similar
MEX3C,0.03566,0.7794,0.9994,0.108239599,Similar
LOC100287225,-0.06032,0.8771,0.9994,0.056950889,Similar
DCC,0.101,0.7761,0.9994,0.110082317,Similar
MBD2,-0.06811,0.6705,0.9994,0.173601218,Similar
POLI,-0.06783,0.7205,0.9994,0.142366015,Similar
STARD6,0.6231,0.1116,0.9994,0.952335805,Similar
C18orf54,-0.1627,0.5605,0.9994,0.251424383,Similar
RAB27B,0.2328,0.5084,0.9994,0.293794458,Similar
TCF4,-0.1654,0.5515,0.9994,0.258454483,Similar
TXNL1,-0.08828,0.6248,0.9994,0.204258979,Similar
WDR7,0.1518,0.1416,0.9994,0.848936747,Similar
BOD1P,0.1793,0.5525,0.9994,0.257667718,Similar
ST8SIA3,-0.455,0.2408,0.9994,0.618343517,Similar
FECH,-0.2851,0.3447,0.9994,0.462558717,Similar
NARS,-0.1128,0.4971,0.9994,0.303556237,Similar
LOC100505549,-0.02377,0.9271,0.9994,0.032873419,Similar
MALT1,-0.1487,0.4456,0.9994,0.351054818,Similar
ZNF532,-0.0761,0.682,0.9994,0.166215625,Similar
SEC11C,0.2476,0.1299,0.9994,0.886390849,Similar
CCBE1,-0.5159,0.1779,0.9994,0.749824052,Similar
PMAIP1,-0.07426,0.7701,0.9994,0.113452877,Similar
CDH20,-0.05549,0.8861,0.9994,0.052517263,Similar
PIGN,-0.1559,0.5882,0.9994,0.23047498,Similar
KIAA1468,0.114,0.4086,0.9994,0.388701638,Similar
TNFRSF11A,0.2765,0.4802,0.9994,0.318577844,Similar
ZCCHC2,0.007113,0.9711,0.9994,0.012736046,Similar
PHLPP1,0.1621,0.2909,0.9994,0.536256279,Similar
KDSR,-0.05602,0.7684,0.9994,0.114412644,Similar
SERPINB7,-0.5031,0.15,0.9994,0.823908741,Similar
SERPINB8,-0.07909,0.8338,0.9994,0.078938109,Similar
TMX3,-0.06173,0.6851,0.9994,0.164246032,Similar
CCDC102B,-0.02124,0.947,0.9994,0.023650021,Similar
CD226,0.2513,0.5179,0.9994,0.285754089,Similar
RTTN,-0.1988,0.3508,0.9994,0.454940415,Similar
SOCS6,0.01686,0.8467,0.9994,0.07227044,Similar
NETO1,0.5432,0.158,0.9994,0.801342913,Similar
FBXO15,-0.01132,0.9749,0.9994,0.01103993,Similar
TIMM21,0.00284,0.9878,0.9994,0.005330978,Similar
CYB5A,-0.01784,0.9304,0.9994,0.031330298,Similar
CNDP1,0.04548,0.9031,0.9994,0.044264158,Similar
LOC400657,0.2439,0.5012,0.9994,0.299988938,Similar
ZNF407,0.01479,0.9196,0.9994,0.036401037,Similar
ZADH2,0.2078,0.3136,0.9994,0.503623946,Similar
TSHZ1,0.2992,0.1455,0.9994,0.837137007,Similar
LOC284276,-0.3908,0.315,0.9994,0.501689446,Similar
LOC100131655,0.3018,0.4293,0.9994,0.367239112,Similar
ZNF236,-0.03324,0.8616,0.9994,0.06469431,Similar
MBP,-0.2641,0.4198,0.9994,0.376957566,Similar
ATP9B,-0.1542,0.3637,0.9994,0.439256699,Similar
NFATC1,-0.4837,0.212,0.9994,0.673664139,Similar
CTDP1,0.006072,0.9728,0.9994,0.011976438,Similar
KCNG2,0.4973,0.2047,0.9994,0.688882157,Similar
PQLC1,0.1817,0.2825,0.9994,0.548981548,Similar
HSBP1L1,0.003397,0.988,0.9994,0.005243055,Similar
TXNL4A,-0.02377,0.8815,0.9994,0.054777683,Similar
RBFA,-0.05895,0.6951,0.9994,0.157952711,Similar
ADNP2,0.1685,0.109,0.9994,0.962573502,Similar
LOC100130522,0.01011,0.976,0.9994,0.010550182,Similar
PARD6G,-0.2561,0.2013,0.9994,0.696156225,Similar
FLJ45445,-0.2258,0.5614,0.9994,0.250727592,Similar
PPAP2C,-0.5566,0.1557,0.9994,0.807711387,Similar
MIER2,0.04049,0.8555,0.9994,0.067779986,Similar
C2CD4C,-0.1875,0.483,0.9994,0.316052869,Similar
SHC2,-0.1303,0.714,0.9994,0.146301788,Similar
ODF3L2,0.1094,0.7709,0.9994,0.113001954,Similar
MADCAM1,-0.58,0.1132,0.9994,0.946153573,Similar
TPGS1,0.009989,0.9441,0.9994,0.024982002,Similar
CDC34,-0.1053,0.6049,0.9994,0.218316415,Similar
GZMM,-0.1666,0.6709,0.9994,0.173342208,Similar
HCN2,0.1869,0.5739,0.9994,0.241163775,Similar
POLRMT,-0.2054,0.4489,0.9994,0.347850395,Similar
FGF22,-0.2701,0.4899,0.9994,0.309892561,Similar
RNF126,0.006045,0.9665,0.9994,0.014798142,Similar
PRSS57,-0.02669,0.9433,0.9994,0.025350166,Similar
PALM,0.1363,0.4758,0.9994,0.322575562,Similar
C19orf21,-0.1255,0.748,0.9994,0.126098402,Similar
LPPR3,0.1611,0.5015,0.9994,0.299729063,Similar
AZU1,-0.04158,0.9124,0.9994,0.039814723,Similar
PRTN3,-0.03875,0.9178,0.9994,0.037251947,Similar
CFD,-0.04446,0.9008,0.9994,0.045371622,Similar
MED16,0.08887,0.552,0.9994,0.258060922,Similar
R3HDM4,0.004107,0.9806,0.9994,0.008508111,Similar
KISS1R,0.1836,0.5253,0.9994,0.279592599,Similar
ARID3A,-0.2583,0.4398,0.9994,0.356744775,Similar
WDR18,-0.1526,0.4993,0.9994,0.301638434,Similar
GRIN3B,0.351,0.2288,0.9994,0.64054398,Similar
ABCA7,0.06038,0.8615,0.9994,0.064744718,Similar
HMHA1,0.02832,0.9209,0.9994,0.035787527,Similar
GPX4,-0.02924,0.8998,0.9994,0.045854011,Similar
STK11,0.004638,0.976,0.9994,0.010550182,Similar
C19orf26,0.2279,0.4093,0.9994,0.387958255,Similar
ATP5D,-0.00817,0.9456,0.9994,0.024292536,Similar
MIDN,0.06681,0.7998,0.9994,0.0970186,Similar
CIRBP,-0.1388,0.4695,0.9994,0.328364403,Similar
C19orf24,0.1215,0.6797,0.9994,0.16768273,Similar
EFNA2,0.2644,0.2261,0.9994,0.645699438,Similar
MUM1,0.2684,0.1092,0.9994,0.961777362,Similar
NDUFS7,0.103,0.6449,0.9994,0.190507623,Similar
GAMT,-0.2467,0.193,0.9994,0.714442691,Similar
DAZAP1,-0.1141,0.5209,0.9994,0.283245643,Similar
RPS15,-0.2663,0.2011,0.9994,0.696587929,Similar
APC2,0.1996,0.1389,0.9994,0.857297754,Similar
C19orf25,0.1889,0.1322,0.9994,0.878768545,Similar
PCSK4,-0.1037,0.6662,0.9994,0.176395372,Similar
REEP6,-0.1427,0.5691,0.9994,0.244811414,Similar
ADAMTSL5,-0.5542,0.1562,0.9994,0.80631897,Similar
PLK5,-0.1319,0.7296,0.9994,0.136915175,Similar
MBD3,0.0674,0.737,0.9994,0.132532512,Similar
UQCR11,0.02965,0.878,0.9994,0.056505484,Similar
TCF3,-0.1531,0.383,0.9994,0.416801226,Similar
ONECUT3,-0.1436,0.6641,0.9994,0.17776652,Similar
ATP8B3,-0.3255,0.2817,0.9994,0.550213153,Similar
REXO1,0.06176,0.7923,0.9994,0.101110344,Similar
LOC100288123,-0.3221,0.4115,0.9994,0.38563016,Similar
FAM108A1,0.02168,0.8952,0.9994,0.048079926,Similar
SCAMP4,-0.00543,0.9706,0.9994,0.012959713,Similar
ADAT3,-0.161,0.5004,0.9994,0.300682699,Similar
CSNK1G2,-0.1536,0.3816,0.9994,0.418391634,Similar
BTBD2,-0.1856,0.3895,0.9994,0.409492538,Similar
MKNK2,-0.0747,0.7155,0.9994,0.145390362,Similar
MOB3A,-0.07084,0.8183,0.9994,0.087087449,Similar
IZUMO4,-0.1692,0.6532,0.9994,0.184953824,Similar
AP3D1,0.03214,0.7822,0.9994,0.106682188,Similar
DOT1L,-0.0215,0.942,0.9994,0.025949097,Similar
PLEKHJ1,0.06178,0.708,0.9994,0.149966742,Similar
SF3A2,0.01019,0.9706,0.9994,0.012959713,Similar
AMH,0.2245,0.5504,0.9994,0.259321575,Similar
OAZ1,0.05018,0.8034,0.9994,0.095068173,Similar
C19orf35,-0.5696,0.1464,0.9994,0.834458923,Similar
LINGO3,0.477,0.1438,0.9994,0.842241114,Similar
LSM7,0.08796,0.6134,0.9994,0.212256228,Similar
SPPL2B,-0.1206,0.5719,0.9994,0.242679903,Similar
TIMM13,-0.001839,0.99,0.9994,0.004364805,Similar
LMNB2,-0.03267,0.8495,0.9994,0.070836617,Similar
GNG7,0.2018,0.4852,0.9994,0.314079208,Similar
DIRAS1,0.3046,0.1603,0.9994,0.795066478,Similar
THOP1,0.04144,0.7998,0.9994,0.0970186,Similar
ZNF555,0.1532,0.435,0.9994,0.361510743,Similar
ZNF556,-0.0188,0.9615,0.9994,0.017050711,Similar
ZNF57,0.124,0.6308,0.9994,0.200108315,Similar
ZNF77,0.1225,0.3737,0.9994,0.427476902,Similar
TLE6,-0.1227,0.7439,0.9994,0.128485441,Similar
TLE2,-0.3784,0.3314,0.9994,0.479647496,Similar
AES,0.03068,0.8235,0.9994,0.084336396,Similar
GNA11,0.1246,0.6628,0.9994,0.1786175,Similar
NCLN,-0.1647,0.4225,0.9994,0.374173287,Similar
C19orf77,0.441,0.2539,0.9994,0.595337299,Similar
DOHH,0.1896,0.1364,0.9994,0.86518563,Similar
MFSD12,0.03868,0.8068,0.9994,0.09323411,Similar
C19orf71,0.1501,0.4508,0.9994,0.346016093,Similar
HMG20B,-0.1799,0.4696,0.9994,0.328271912,Similar
TBXA2R,0.01914,0.961,0.9994,0.017276612,Similar
C19orf29-AS1,-0.0146,0.9691,0.9994,0.013631406,Similar
C19orf29,0.09043,0.582,0.9994,0.235077015,Similar
PIP5K1C,0.03958,0.8268,0.9994,0.082599532,Similar
TJP3,0.1963,0.5987,0.9994,0.222790742,Similar
APBA3,0.0599,0.7402,0.9994,0.130650919,Similar
MRPL54,0.06489,0.7101,0.9994,0.148680487,Similar
MATK,0.06109,0.8704,0.9994,0.060281118,Similar
ZFR2,0.3796,0.2422,0.9994,0.615825861,Similar
ITGB1BP3,-0.4723,0.2238,0.9994,0.650139918,Similar
MIR637,-0.1148,0.7496,0.9994,0.125170422,Similar
PIAS4,0.1159,0.487,0.9994,0.312471039,Similar
ZBTB7A,-0.144,0.3821,0.9994,0.417822962,Similar
CREB3L3,-0.08285,0.8203,0.9994,0.086027288,Similar
SIRT6,0.1624,0.2959,0.9994,0.528855035,Similar
ANKRD24,0.1142,0.6937,0.9994,0.158828306,Similar
EBI3,-0.238,0.487,0.9994,0.312471039,Similar
CCDC94,0.1105,0.2729,0.9994,0.563996464,Similar
SHD,0.2784,0.4282,0.9994,0.368353337,Similar
TMIGD2,-0.4318,0.2615,0.9994,0.582528307,Similar
FSD1,0.1571,0.5577,0.9994,0.253599356,Similar
MPND,-0.03694,0.8368,0.9994,0.077378328,Similar
SH3GL1,-0.06952,0.6667,0.9994,0.176069545,Similar
CHAF1A,-0.1029,0.7698,0.9994,0.113622093,Similar
HDGFRP2,-0.04748,0.7694,0.9994,0.113847818,Similar
PLIN4,-0.1459,0.693,0.9994,0.159266765,Similar
PLIN5,-0.2063,0.5784,0.9994,0.237771716,Similar
SEMA6B,0.1531,0.6439,0.9994,0.191181575,Similar
TNFAIP8L1,-0.2348,0.1133,0.9994,0.94577009,Similar
C19orf10,-0.009376,0.9578,0.9994,0.018725167,Similar
DPP9,0.004926,0.9772,0.9994,0.010016542,Similar
LOC100131094,-0.1747,0.6334,0.9994,0.198321941,Similar
MIR7-3HG,0.08572,0.8198,0.9994,0.086292086,Similar
MIR7-3,0.08417,0.7749,0.9994,0.110754339,Similar
FEM1A,0.2234,0.2213,0.9994,0.655018586,Similar
PLIN3,-0.3,0.1151,0.9994,0.938924676,Similar
UHRF1,-0.2331,0.5179,0.9994,0.285754089,Similar
KDM4B,0.05254,0.6263,0.9994,0.203217588,Similar
PTPRS,0.121,0.6873,0.9994,0.162853656,Similar
ZNRF4,0.06024,0.8779,0.9994,0.056554951,Similar
SAFB2,0.09989,0.6672,0.9994,0.175743962,Similar
SAFB,0.07053,0.692,0.9994,0.159893906,Similar
C19orf70,0.007911,0.9793,0.9994,0.009084245,Similar
HSD11B1L,0.1904,0.1804,0.9994,0.743763467,Similar
RPL36,-0.3367,0.1556,0.9994,0.807990407,Similar
LONP1,-0.02335,0.8974,0.9994,0.047013935,Similar
CATSPERD,0.02656,0.9452,0.9994,0.024476287,Similar
PRR22,-0.1974,0.5981,0.9994,0.223226198,Similar
DUS3L,0.0653,0.7441,0.9994,0.128368695,Similar
NRTN,-0.06188,0.8466,0.9994,0.072321736,Similar
FUT6,-0.09008,0.8166,0.9994,0.087990624,Similar
FUT5,0.2093,0.5867,0.9994,0.231583912,Similar
NDUFA11,0.02117,0.9282,0.9994,0.032358436,Similar
VMAC,-0.05221,0.8689,0.9994,0.061030203,Similar
RANBP3,0.02746,0.8362,0.9994,0.077689837,Similar
LOC100128568,-0.05742,0.88,0.9994,0.055517328,Similar
RFX2,0.1943,0.4394,0.9994,0.357139947,Similar
ACSBG2,-0.324,0.3803,0.9994,0.419873675,Similar
MLLT1,0.1669,0.4606,0.9994,0.336676066,Similar
CLPP,-0.01047,0.9562,0.9994,0.019451261,Similar
ALKBH7,-0.07294,0.7991,0.9994,0.097398869,Similar
PSPN,0.3459,0.3368,0.9994,0.472627917,Similar
GTF2F1,0.01815,0.9364,0.9994,0.028538595,Similar
KHSRP,-0.02422,0.8724,0.9994,0.059284343,Similar
SLC25A41,0.08353,0.7659,0.9994,0.11582793,Similar
SLC25A23,-0.109,0.563,0.9994,0.249491605,Similar
CRB3,0.1653,0.6569,0.9994,0.182500738,Similar
DENND1C,-0.1482,0.6829,0.9994,0.165642887,Similar
TUBB4A,0.274,0.425,0.9994,0.37161107,Similar
SH2D3A,-0.4922,0.1474,0.9994,0.831502516,Similar
ZNF557,0.282,0.3502,0.9994,0.455683858,Similar
INSR,-0.002359,0.9887,0.9994,0.004935466,Similar
ARHGEF18,0.08576,0.4598,0.9994,0.337431033,Similar
LOC100128573,0.1622,0.6757,0.9994,0.170246081,Similar
PEX11G,-0.06832,0.861,0.9994,0.064996849,Similar
C19orf45,0.08583,0.8164,0.9994,0.088097004,Similar
ZNF358,-0.01352,0.9314,0.9994,0.030863766,Similar
MCOLN1,0.1621,0.5536,0.9994,0.256803919,Similar
PNPLA6,0.05616,0.7609,0.9994,0.118672416,Similar
CAMSAP3,0.2017,0.48,0.9994,0.318758763,Similar
C19orf79,0.06985,0.6031,0.9994,0.219610672,Similar
PCP2,0.1369,0.724,0.9994,0.140261434,Similar
STXBP2,0.06189,0.8457,0.9994,0.072783669,Similar
C19orf59,-0.393,0.3028,0.9994,0.518844129,Similar
TRAPPC5,0.07141,0.7413,0.9994,0.130006,Similar
CD209,0.1632,0.6764,0.9994,0.169796401,Similar
CLEC4GP1,0.0416,0.905,0.9994,0.043351421,Similar
EVI5L,0.1868,0.265,0.9994,0.576754126,Similar
LOC388499,0.007484,0.9799,0.9994,0.008818242,Similar
MAP2K7,-0.03538,0.8916,0.9994,0.04982994,Similar
LOC100507588,-0.127,0.7251,0.9994,0.139602095,Similar
SNAPC2,-0.2971,0.361,0.9994,0.442492798,Similar
CTXN1,0.3342,0.1519,0.9994,0.818442226,Similar
TIMM44,0.02932,0.9021,0.9994,0.044745317,Similar
ELAVL1,-0.06766,0.755,0.9994,0.122053048,Similar
CCL25,-0.07157,0.8487,0.9994,0.071245798,Similar
FBN3,-0.1566,0.4989,0.9994,0.301986496,Similar
CERS4,-0.03202,0.9139,0.9994,0.039101323,Similar
CD320,-0.1185,0.4504,0.9994,0.346401618,Similar
NDUFA7,0.05518,0.6238,0.9994,0.20495463,Similar
RPS28,-0.3808,0.3104,0.9994,0.508078287,Similar
KANK3,0.1332,0.6036,0.9994,0.219250769,Similar
RAB11B,0.081,0.6723,0.9994,0.172436889,Similar
Mar-02,0.07892,0.7362,0.9994,0.133004187,Similar
HNRNPM,0.01107,0.9753,0.9994,0.010861776,Similar
PRAM1,0.1667,0.6665,0.9994,0.176199846,Similar
ZNF414,0.05454,0.7254,0.9994,0.139422449,Similar
MYO1F,-0.1004,0.7056,0.9994,0.151441428,Similar
ADAMTS10,-0.2581,0.2538,0.9994,0.595508382,Similar
ZNF558,0.03988,0.9128,0.9994,0.039624369,Similar
ZNF317,0.1448,0.4192,0.9994,0.377578726,Similar
OR7D2,0.07266,0.8271,0.9994,0.082441979,Similar
ZNF699,0.1629,0.4926,0.9994,0.307505592,Similar
ZNF559-ZNF177,-0.1157,0.7627,0.9994,0.117646254,Similar
ZNF266,0.1245,0.6291,0.9994,0.201280315,Similar
ZNF426,-0.09299,0.657,0.9994,0.18243463,Similar
ZNF121,0.08848,0.7793,0.9994,0.108295324,Similar
ZNF561,-0.1804,0.3836,0.9994,0.416121402,Similar
LOC284385,-0.03454,0.8875,0.9994,0.051831638,Similar
ZNF562,0.211,0.3308,0.9994,0.480434499,Similar
ZNF846,0.08106,0.76,0.9994,0.119186408,Similar
FBXL12,-0.1838,0.3383,0.9994,0.470698002,Similar
UBL5,0.03811,0.8166,0.9994,0.087990624,Similar
PIN1,0.03311,0.8288,0.9994,0.081550258,Similar
OLFM2,0.1847,0.5454,0.9994,0.263284866,Similar
C19orf66,-0.06616,0.8353,0.9994,0.078157519,Similar
PPAN,0.177,0.5827,0.9994,0.234554982,Similar
P2RY11,0.04916,0.8152,0.9994,0.088735829,Similar
EIF3G,-0.1722,0.4131,0.9994,0.383944805,Similar
DNMT1,-0.09092,0.5717,0.9994,0.242831808,Similar
S1PR2,-0.3892,0.2031,0.9994,0.692290077,Similar
MRPL4,0.1006,0.3376,0.9994,0.471597562,Similar
ICAM5,0.1857,0.5074,0.9994,0.294649537,Similar
ZGLP1,-0.2165,0.5452,0.9994,0.263444153,Similar
FDX1L,0.0549,0.7085,0.9994,0.149660145,Similar
RAVER1,-0.1775,0.3053,0.9994,0.515273196,Similar
ICAM3,0.2309,0.257,0.9994,0.590066877,Similar
TYK2,-0.303,0.244,0.9994,0.612610174,Similar
CDC37,-0.1146,0.3495,0.9994,0.45655282,Similar
PDE4A,0.2444,0.3108,0.9994,0.50751899,Similar
KEAP1,0.07551,0.7546,0.9994,0.122283199,Similar
ATG4D,0.1756,0.3758,0.9994,0.425043224,Similar
KRI1,-0.2572,0.1598,0.9994,0.796423225,Similar
CDKN2D,0.1501,0.5972,0.9994,0.223880201,Similar
SLC44A2,-0.2956,0.1302,0.9994,0.885389016,Similar
ILF3,-0.1893,0.4335,0.9994,0.363010898,Similar
QTRT1,-0.1694,0.2801,0.9994,0.552686891,Similar
DNM2,-0.1074,0.2449,0.9994,0.611011215,Similar
TMED1,-0.09403,0.6588,0.9994,0.18124641,Similar
C19orf38,-0.3995,0.3035,0.9994,0.517841305,Similar
YIPF2,0.07049,0.799,0.9994,0.097453221,Similar
C19orf52,0.08042,0.4861,0.9994,0.313274379,Similar
SMARCA4,0.1054,0.6056,0.9994,0.217814134,Similar
SPC24,-0.51,0.133,0.9994,0.876148359,Similar
C19orf80,-0.3112,0.4247,0.9994,0.371917739,Similar
TSPAN16,0.02292,0.9435,0.9994,0.025258095,Similar
RAB3D,0.07554,0.5319,0.9994,0.27417001,Similar
TMEM205,0.1025,0.5479,0.9994,0.2612987,Similar
CCDC159,-0.1128,0.7156,0.9994,0.145329668,Similar
SWSAP1,-0.1056,0.5992,0.9994,0.222428195,Similar
EPOR,0.0896,0.7093,0.9994,0.14917004,Similar
RGL3,-0.3292,0.3824,0.9994,0.417482116,Similar
CCDC151,0.21,0.4639,0.9994,0.333575627,Similar
PRKCSH,-0.2273,0.2908,0.9994,0.536405598,Similar
ELAVL3,0.2093,0.4795,0.9994,0.319211388,Similar
ZNF653,0.3763,0.1081,0.9994,0.966174306,Similar
ECSIT,-0.03466,0.9068,0.9994,0.042488489,Similar
ACP5,-0.0736,0.8503,0.9994,0.070427821,Similar
ZNF627,0.2326,0.2379,0.9994,0.623605558,Similar
ZNF833P,-0.2619,0.4622,0.9994,0.335170059,Similar
ZNF823,-0.004857,0.9837,0.9994,0.007137329,Similar
ZNF441,0.2387,0.2389,0.9994,0.62178385,Similar
ZNF491,0.2085,0.5586,0.9994,0.252899069,Similar
ZNF440,0.167,0.4679,0.9994,0.329846955,Similar
ZNF439,-0.04348,0.8669,0.9994,0.062030997,Similar
ZNF69,-0.2594,0.4927,0.9994,0.307417438,Similar
ZNF700,0.01252,0.9449,0.9994,0.024614151,Similar
ZNF763,0.03096,0.9297,0.9994,0.031657169,Similar
ZNF878,-0.4132,0.2662,0.9994,0.574791949,Similar
ZNF844,0.02445,0.9088,0.9994,0.041531682,Similar
ZNF788,-0.3014,0.3647,0.9994,0.438064237,Similar
ZNF625-ZNF20,-0.2454,0.4994,0.9994,0.301551462,Similar
ZNF625,0.2482,0.3315,0.9994,0.479516467,Similar
ZNF136,0.1252,0.3314,0.9994,0.479647496,Similar
ZNF44,0.216,0.3109,0.9994,0.507379278,Similar
ZNF563,-0.37,0.1737,0.9994,0.760200182,Similar
ZNF442,0.003503,0.9882,0.9994,0.00515515,Similar
ZNF799,-0.1865,0.4876,0.9994,0.311936303,Similar
ZNF443,-0.06486,0.7248,0.9994,0.139781815,Similar
ZNF709,0.2413,0.2114,0.9994,0.674895017,Similar
ZNF490,0.2632,0.1318,0.9994,0.88008459,Similar
WDR83,0.1407,0.4453,0.9994,0.351347305,Similar
WDR83OS,-0.02507,0.895,0.9994,0.048176965,Similar
DHPS,0.03285,0.92,0.9994,0.036212173,Similar
FBXW9,0.09995,0.7419,0.9994,0.129654629,Similar
TNPO2,0.0967,0.7495,0.9994,0.125228363,Similar
C19orf43,-0.05902,0.7689,0.9994,0.114130139,Similar
ASNA1,0.03397,0.8834,0.9994,0.053842605,Similar
HOOK2,-0.04573,0.7769,0.9994,0.109634879,Similar
PRDX2,-0.03658,0.7792,0.9994,0.108351056,Similar
RNASEH2A,-0.0347,0.9157,0.9994,0.038246786,Similar
RTBDN,0.4734,0.1474,0.9994,0.831502516,Similar
MAST1,0.1872,0.6124,0.9994,0.212964818,Similar
DNASE2,-0.1316,0.515,0.9994,0.288192771,Similar
GCDH,-0.188,0.5526,0.9994,0.257589119,Similar
SYCE2,0.04259,0.8539,0.9994,0.068592986,Similar
FARSA,0.1605,0.2376,0.9994,0.624153564,Similar
CALR,-0.3851,0.1532,0.9994,0.814741235,Similar
RAD23A,-0.02329,0.8934,0.9994,0.048954052,Similar
GADD45GIP1,-0.05769,0.7602,0.9994,0.119072135,Similar
DAND5,0.0741,0.8488,0.9994,0.071194629,Similar
NACC1,-0.1139,0.6448,0.9994,0.190574971,Similar
IER2,-0.1972,0.4927,0.9994,0.307417438,Similar
CCDC130,-0.08708,0.7272,0.9994,0.13834613,Similar
MRI1,-0.007688,0.9783,0.9994,0.009527946,Similar
C19orf53,-0.09132,0.5932,0.9994,0.226798858,Similar
ZSWIM4,0.3077,0.231,0.9994,0.63638802,Similar
LOC284454,-0.1108,0.7769,0.9994,0.109634879,Similar
NANOS3,0.02511,0.9299,0.9994,0.031563752,Similar
C19orf57,0.2347,0.4117,0.9994,0.385419133,Similar
CC2D1A,-0.1492,0.5648,0.9994,0.248105312,Similar
PODNL1,-0.06752,0.8034,0.9994,0.095068173,Similar
DCAF15,0.0104,0.9562,0.9994,0.019451261,Similar
RFX1,-0.1342,0.6181,0.9994,0.208941256,Similar
IL27RA,0.02909,0.9061,0.9994,0.04282387,Similar
PALM3,-0.1562,0.6032,0.9994,0.219538667,Similar
SAMD1,0.03251,0.8352,0.9994,0.078209514,Similar
PRKACA,-0.02653,0.8601,0.9994,0.065451052,Similar
ASF1B,-0.3385,0.365,0.9994,0.437707136,Similar
